AGRI,SCOPUS_ID:85049217501,2-s2.0-85049217501,Omega-3 fatty acids and meloxicam supplementation and the incidence and histopathological changes associated with femoral head syndrome in broilers,Animal Production Science,2019-01-01T00:00:00.000Z,10.1071/AN17713,1,Thailand,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Italy,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Latvia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Lithuania,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Malaysia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Mexico,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,New Zealand,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Pakistan,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Poland,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Portugal,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Puerto Rico,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Qatar,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Russian Federation,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Saudi Arabia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Serbia,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,South Korea,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Spain,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Sri Lanka,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Switzerland,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Taiwan,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Thailand,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Turkey,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,Ukraine,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,United Kingdom,2019
PHYS,SCOPUS_ID:85062150316,2-s2.0-85062150316,Measurements of t t ¯ differential cross sections in proton-proton collisions at √s=13 TeV using events containing two leptons,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)149,62,United States,2019
PHYS,SCOPUS_ID:85062210634,2-s2.0-85062210634,Surface evolution of native silicon oxide layer and its effects on the growth of self-assisted VLS GaAs nanowires,AIP Advances,2019-02-01T00:00:00.000Z,10.1063/1.5084344,0,Thailand,2019
PHYS,SCOPUS_ID:85062228511,2-s2.0-85062228511,InSb/InAs quantum nano-stripes grown by molecular beam epitaxy and its photoluminescence at mid-infrared wavelength,Journal of Crystal Growth,2019-05-15T00:00:00.000Z,10.1016/j.jcrysgro.2019.02.062,3,Thailand,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Armenia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Australia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Austria,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Belarus,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Belgium,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Brazil,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Bulgaria,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,China,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Colombia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Croatia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Cyprus,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Czech Republic,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Ecuador,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Egypt,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Estonia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Finland,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,France,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Georgia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Germany,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Greece,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Hungary,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,India,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Iran,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Ireland,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Italy,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Latvia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Lithuania,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Malaysia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Mexico,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,New Zealand,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Pakistan,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Poland,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Portugal,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Puerto Rico,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Qatar,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Russian Federation,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Saudi Arabia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Serbia,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,South Korea,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Spain,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Sri Lanka,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Switzerland,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Taiwan,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Thailand,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Turkey,2019
PHYS,SCOPUS_ID:85062265042,2-s2.0-85062265042,Search for new particles decaying to a jet and an emerging jet,Journal of High Energy Physics,2019-02-01T00:00:00.000Z,10.1007/JHEP02(2019)179,38,Ukraine,2019
